SATKER,RSD IDAMAN KOTA BANJARBARU (BLUD)ANY,,,,,,,,,,,,
Nama Barang,ANY,,,,,,,,,,,,
,,,,,,,,,,,,,
Provinsi,Kota,SATKER,SKPD,Gudang,Jenis Barang,Kode Barang,No,Tanggal Beli,Nama Barang,Satuan,Jumlah,Harga,Total Harga
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Peralatan dan Perlengkapan Komputer,1798,26.,2020-09-10,Catridge Canon 810,Buah,2,275000,550000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Peralatan dan Perlengkapan Komputer,1798,27.,2020-11-11,Catridge Canon 810,Buah,12,275000,3300000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Peralatan dan Perlengkapan Komputer,1799,28.,2020-11-11,Catridge Canon 811,Buah,3,340000,1020000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Peralatan dan Perlengkapan Komputer,4303,29.,2020-11-12,Kabel LAN,Buah,1,98000,98000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Peralatan dan Perlengkapan Komputer,18181,30.,2020-11-12,MIKROTIK RB,Buah,1,990000,990000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Peralatan dan Perlengkapan Komputer,15248,31.,2020-11-12,MOUSE KABEL,Buah,4,60000,240000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Peralatan dan Perlengkapan Komputer,15465,32.,2020-09-10,TANG KRIMPING,Buah,1,140000,140000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Peralatan dan Perlengkapan Komputer,19953,33.,2020-12-03,WIRELESS AP TP LINK TLWA901 ND,Buah,1,540000,540000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Peralatan dan Perlengkapan Komputer,281,34.,2020-11-12,keyboard,Buah,2,75000,150000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18391,35.,2020-07-01,AIR MINERAL 600ML,Botol,5,3000,15000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18391,36.,2020-12-01,AIR MINERAL 600ML,Botol,55,3000,165000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18419,37.,2020-12-01,Air Minum Gelas 200ml,doz,47,19900,935300
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18420,38.,2020-12-01,Asam Jawa (250gr),Bungkus,1,5500,5500
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,7118,39.,2020-12-01,Ayam ras,Ekor,67,58000,3886000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18227,40.,2020-12-01,BAWANG BOMBAY,Gram,1000,24,24000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18228,41.,2020-12-01,BAWANG PREY,Gram,750,21,15750
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18422,42.,2020-12-01,BERAS (GRAM),Gram,9000,18,162000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,11496,43.,2020-11-02,BISKUIT,Kaleng,15,8500,127500
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,11496,44.,2020-12-01,BISKUIT,Kaleng,55,8500,467500
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18387,45.,2020-12-01,BUMBU KARIH,Bungkus,1,3000,3000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18388,46.,2020-12-01,BUMBU OPOR INSTAN,Bungkus,4,3500,14000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18226,47.,2020-12-01,BUNCIS,Gram,3500,18,63000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,21469,48.,2020-12-01,Baking Soda (40 gr),Bungkus,5,1500,7500
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18421,49.,2020-12-01,Bihun (250gr),Bungkus,9,7900,71100
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,6188,50.,2020-05-04,Biskuit,Bungkus,92,8500,782000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18470,51.,2020-12-01,Coklat Bubuk (180gr),kotak,1,46000,46000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18214,52.,2020-12-01,DAGING,Gram,6200,145,899000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,7594,53.,2020-12-01,Daun Sop,Ikat,4,21,84
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,21679,54.,2020-05-04,Emulsifier (500gr),Bungkus,1,30000,30000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18471,55.,2020-12-01,Emulsifier 1000gr,Gram,1,31000,31000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,15633,56.,2020-12-01,GULA PASIR,kg,17,16000,272000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18423,57.,2020-12-01,Garam (500gr),Gram,21,9500,199500
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18424,58.,2020-12-01,Garam Rendah Natrium (250gr),Botol,2,20000,40000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18426,59.,2020-07-01,Gula Pasir (gram),Gram,80,15500,1240000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18426,60.,2020-08-07,Gula Pasir (gram),Gram,80,15500,1240000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18426,61.,2020-09-09,Gula Pasir (gram),Gram,70,15500,1085000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18426,62.,2020-10-01,Gula Pasir (gram),Gram,10,15500,155000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18425,63.,2020-08-07,Gula merah (gram),Gram,1007,24,24168
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18425,64.,2020-09-09,Gula merah (gram),Gram,6,24000,144000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18425,65.,2020-10-01,Gula merah (gram),Gram,4,24000,96000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18425,66.,2020-11-02,Gula merah (gram),Gram,4,24000,96000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18425,67.,2020-12-01,Gula merah (gram),Gram,5,24000,120000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18427,68.,2020-12-01,Gula rendah kalori (isi 50 sch),kotak,3,29000,87000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18218,69.,2020-12-01,IKAN GABUS,Gram,6000,80,480000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18217,70.,2020-12-01,IKAN PATIN,Gram,27700,51,1412700
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18216,71.,2020-12-01,Ikan Nila,Gram,37200,51,1897200
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18335,72.,2020-12-01,Jahe (gram),Gram,250,35,8750
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18428,73.,2020-12-01,Jamur Kancing (425gr),Kaleng,2,24500,49000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18429,74.,2020-11-02,Jamur Kuping,Gram,175,195,34125
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18235,75.,2020-11-02,Kacang Panjang (Gram),Gram,3100,11,34100
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18432,76.,2020-12-01,Kacang Tanah (gram),Gram,100,25,2500
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18433,77.,2020-12-01,Kaldu ayam bubuk,lusin,1,6000,6000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18436,78.,2020-12-01,Kecap Manis (600ml),Bungkus,12,26500,318000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18435,79.,2020-08-07,Kecap asin (625ml),roll,1,10000,10000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18438,80.,2020-12-01,Kembang Tahu (100gr),Bungkus,3,13000,39000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18237,81.,2020-11-02,Kentang,Gram,1600,20,32000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18238,82.,2020-12-01,"Kol (1,5 kg)",Biji,1,14,14
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18240,83.,2020-12-01,Labu Siam (4 biji/kg),Gram,3200,12,38400
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18259,84.,2020-12-01,Lombok Merah,Gram,200,45,9000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18390,85.,2020-10-01,MERICA (ONS),Ons,1,30000,30000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18390,86.,2020-11-02,MERICA (ONS),Ons,3,30000,90000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18390,87.,2020-12-01,MERICA (ONS),Ons,3,30000,90000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18443,88.,2020-09-09,MIE TELOR,Bungkus,10,7500,75000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18443,89.,2020-10-01,MIE TELOR,Bungkus,10,7500,75000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18443,90.,2020-11-02,MIE TELOR,Bungkus,8,7500,60000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18443,91.,2020-12-01,MIE TELOR,Bungkus,12,7500,90000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,22920,92.,2020-11-02,Madu Kemasan,kotak,10,14000,140000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18445,93.,2020-12-01,Minyak Goreng (2 liter),Bungkus,4,29000,116000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18444,94.,2020-05-02,Minyak Goreng 1 liter),Bungkus,6,16000,96000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18444,95.,2020-05-02,Minyak Goreng 1 liter),Bungkus,36,16000,576000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18444,96.,2020-05-04,Minyak Goreng 1 liter),Bungkus,12,16000,192000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18260,97.,2020-12-01,Oyong (8 Biji),Gram,1600,10,16000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18261,98.,2020-07-01,PEPAYA MUDA,Biji,20,5500,110000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18261,99.,2020-08-07,PEPAYA MUDA,Biji,16,5500,88000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18261,100.,2020-09-09,PEPAYA MUDA,Biji,20,5500,110000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18261,101.,2020-09-09,PEPAYA MUDA,Biji,62850,6,377100
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18261,102.,2020-10-01,PEPAYA MUDA,Biji,18,5500,99000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18261,103.,2020-11-02,PEPAYA MUDA,Biji,18,5500,99000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18261,104.,2020-12-01,PEPAYA MUDA,Biji,18,5500,99000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,21306,105.,2020-12-01,Pasta Coklat (30 ml),Botol,3,14000,42000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18474,106.,2020-05-02,Pewarna Makanan (30ml),Botol,1,6000,6000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18474,107.,2020-09-09,Pewarna Makanan (30ml),Botol,2,6500,13000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18474,108.,2020-12-01,Pewarna Makanan (30ml),Botol,2,6500,13000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18475,109.,2020-11-02,Ragi Instan 500gr,Bungkus,1,47000,47000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18447,110.,2020-12-01,SANTAN KEMASAN,kotak,3,9000,27000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18450,111.,2020-12-01,SEDAP MALAM,Gram,225,195,43875
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18448,112.,2020-12-01,Saos Tiram (510ml),Botol,1,30500,30500
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18449,113.,2020-12-01,Saos Tomat 340ml,Botol,6,16000,96000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18263,114.,2020-12-01,Sawi Putih (1biji/kg),Gram,1600,18,28800
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,18476,115.,2020-01-02,Selasih Kering,Ons,2,11000,22000
Kalimantan Selatan,Banjarbaru,RSD IDAMAN KOTA BANJARBARU (BLUD),RSD IDAMAN KOTA BANJARBARU,Umum,Bahan Makanan,7781,116.,2020-12-01,Serai,Ikat,4,4000,16000
